              Y               X               Z     Campo-Total
         -0.879          -0.849           0.000        -0.96794
          0.146          -0.229           0.000       -12.89331
         -0.716           0.730           0.000        -2.70820
         -0.372          -0.645           0.000        -3.01243
         -0.713           0.321           0.000        -5.17641
          0.206          -0.947           0.000        -1.43033
         -0.200           0.835           0.000        -4.52827
         -0.712           0.989           0.000        -1.65084
          0.814          -0.259           0.000        -2.21285
          0.999          -0.868           0.000        -0.69863
         -0.515          -0.079           0.000       -10.68225
         -0.264           0.549           0.000        -9.48973
         -0.394           0.398           0.000       -12.34499
         -0.757          -0.974           0.000        -0.90785
          0.405          -0.260           0.000        -6.24766
         -0.977          -0.659           0.000        -1.12550
         -0.732          -0.379           0.000        -2.97261
         -0.775           0.923           0.000        -1.68920
          0.307          -0.068           0.000       -10.43335
          0.386          -0.799           0.000        -1.75383
          0.659          -0.941           0.000        -0.96207
          0.159           0.497           0.000        -3.83236
         -0.830           0.812           0.000        -1.84741
          0.344          -0.168           0.000        -8.72090
          0.440           0.119           0.000        -7.44589
         -0.953          -0.603           0.000        -1.27772
          0.435          -0.393           0.000        -4.32223
          0.304          -0.066           0.000       -10.51024
         -0.272           0.862           0.000        -3.99007
          0.795          -0.597           0.000        -1.43007
          0.719          -0.114           0.000        -3.28403
         -0.572           0.761           0.000        -3.40336
          0.849          -0.459           0.000        -1.58527
          0.406          -0.490           0.000        -3.62324
         -0.076          -0.684           0.000        -3.19793
          0.904           0.142           0.000        -2.23813
         -0.514           0.757           0.000        -3.82767
          0.487          -0.737           0.000        -1.78587
         -0.179           0.537           0.000        -9.18295
         -0.826           0.357           0.000        -3.49134
         -0.285           0.851           0.000        -4.06976
         -0.120          -0.957           0.000        -1.49563
         -0.065          -0.310           0.000       -12.99551
         -0.175           0.014           0.000       241.07905
         -0.360           0.339           0.000       -15.16103
         -0.750          -0.388           0.000        -2.80181
         -0.871           0.363           0.000        -3.03382
          0.208          -0.248           0.000       -10.56340
         -0.562           0.612           0.000        -4.88703
          0.908          -0.467           0.000        -1.39439
          0.518          -0.026           0.000        -6.22602
         -0.147           0.092           0.000       525.21217
         -0.944          -0.062           0.000        -2.49828
          0.725          -0.878           0.000        -0.99388
         -0.996           0.688           0.000        -1.56848
          0.622           0.479           0.000        -3.88571
         -0.057          -0.264           0.000       -15.74952
         -0.664           0.697           0.000        -3.22736
         -0.856          -0.866           0.000        -0.96998
         -0.379           0.082           0.000       -22.51321
         -0.369          -0.287           0.000        -9.76847
          0.068          -0.529           0.000        -5.12577
          0.535          -0.088           0.000        -5.63571
         -0.096          -0.896           0.000        -1.75071
          0.758           0.307           0.000        -3.19007
         -0.433          -0.467           0.000        -4.67618
         -0.485          -0.865           0.000        -1.51808
          0.724           0.851           0.000        -1.80500
         -0.304          -0.936           0.000        -1.47692
          0.577           0.697           0.000        -3.10801
          0.488           0.632           0.000        -4.14194
          0.881          -0.144           0.000        -2.10479
          0.575           0.322           0.000        -5.05866
          0.013          -0.939           0.000        -1.56131
         -0.052           0.734           0.000        -6.10434
          0.346          -0.059           0.000        -9.57906
         -0.600          -0.998           0.000        -1.02200
         -0.132           0.852           0.000        -4.43741
         -0.516          -0.735           0.000        -1.99683
         -0.498           0.271           0.000       -11.94411
          0.634           0.372           0.000        -4.21517
          0.967           0.341           0.000        -1.83442
          0.677          -0.587           0.000        -1.79266
         -0.501          -0.038           0.000       -12.08157
         -0.788           0.499           0.000        -3.32170
          0.397          -0.835           0.000        -1.59285
          0.231          -0.575           0.000        -3.76140
          0.670          -0.336           0.000        -2.80809
         -0.969          -0.965           0.000        -0.71551
          0.711          -0.165           0.000        -3.19317
         -0.431           0.400           0.000       -11.26010
         -0.396          -0.095           0.000       -16.66413
          0.321          -0.323           0.000        -6.62792
         -0.471          -0.112           0.000       -11.90351
          0.138          -0.283           0.000       -11.16219
          0.217           0.409           0.000        -0.90137
         -0.459          -0.116           0.000       -12.33779
         -0.326           0.531           0.000        -9.55231
         -0.667           0.980           0.000        -1.80194
         -0.785          -0.692           0.000        -1.46979
         -0.526          -0.248           0.000        -7.00683
          0.457          -0.261           0.000        -5.43745
          0.902           0.956           0.000        -1.12676
         -0.815           0.604           0.000        -2.66874
          0.704           0.362           0.000        -3.54567
         -0.994          -0.374           0.000        -1.61541
         -0.525          -0.815           0.000        -1.63636
          0.935           0.933           0.000        -1.10110
          0.197           0.517           0.000        -5.14851
          0.502          -0.343           0.000        -4.14226
          0.405          -0.397           0.000        -4.56369
         -0.097           0.229           0.000       243.21275
          0.690           0.109           0.000        -4.00813
          0.984          -0.609           0.000        -1.00985
          0.480           0.589           0.000        -4.50800
         -0.733           0.184           0.000        -5.27612
         -0.837           0.555           0.000        -2.70165
          0.824           0.981           0.000        -1.23569
          0.514          -0.011           0.000        -6.34481
         -0.036           0.906           0.000        -3.83773
         -0.295           1.000           0.000        -2.68747
          0.143           0.534           0.000        -5.13485
         -0.882          -0.217           0.000        -2.57951
          0.063          -0.929           0.000        -1.58708
         -0.747          -0.286           0.000        -3.38542
         -0.567          -0.916           0.000        -1.24867
         -0.156           0.351           0.000         7.70137
         -0.912          -0.685           0.000        -1.20712
         -0.600          -0.805           0.000        -1.52983
         -0.307          -0.668           0.000        -3.01312
          0.411          -0.307           0.000        -5.55806
          0.087           0.274           0.000        59.20101
          0.898           0.243           0.000        -2.25259
         -0.112          -0.402           0.000        -8.77018
          0.254           0.324           0.000         0.47503
         -0.802           0.026           0.000        -4.07651
         -0.490           0.463           0.000        -8.29139
          0.922          -0.249           0.000        -1.73465
          0.546          -0.528           0.000        -2.55725
          0.861           0.214           0.000        -2.49844
         -0.177          -0.318           0.000       -12.10472
         -0.725           0.315           0.000        -4.98610
         -0.364           0.629           0.000        -6.93129
         -0.339          -0.477           0.000        -5.30712
          0.725           0.736           0.000        -2.16306
         -0.314          -0.040           0.000       -24.62483
         -0.639          -0.395           0.000        -3.61333
          0.180          -0.573           0.000        -4.01568
         -0.929           0.121           0.000        -2.78899
         -0.997          -0.494           0.000        -1.37482
          0.499          -0.471           0.000        -3.16575
          0.580          -0.301           0.000        -3.69903
          0.707          -0.624           0.000        -1.59317
         -0.112          -0.418           0.000        -8.22596
         -0.032           0.111           0.000       574.03460
         -0.419           0.611           0.000        -6.65000
         -0.943           0.661           0.000        -1.82201
          0.288           0.093           0.000        -6.19918
          0.950           0.978           0.000        -1.00974
          0.577          -0.837           0.000        -1.29305
         -0.994           0.323           0.000        -2.20515
         -0.913          -0.136           0.000        -2.57602
          0.436           0.695           0.000        -4.05847
         -0.751           0.794           0.000        -2.23229
          0.473           0.974           0.000        -2.13633
          0.073          -0.711           0.000        -2.85543
          0.081           0.568           0.000        -5.97638
          0.120          -0.027           0.000        -4.21564
         -0.047          -0.057           0.000        23.61612
         -0.890          -0.829           0.000        -0.98590
          0.057          -0.529           0.000        -5.16606
         -0.371          -0.884           0.000        -1.60188
         -0.674           0.012           0.000        -6.34561
         -0.290           0.826           0.000        -4.35250
         -0.391           0.349           0.000       -14.04420
          0.260           0.911           0.000        -3.20051
          0.897          -0.819           0.000        -0.86319
          0.993           0.940           0.000        -0.98680
          0.010          -0.010           0.000       102.80697
          0.476           0.037           0.000        -7.11499
         -0.716          -0.306           0.000        -3.55742
          0.776           0.884           0.000        -1.55817
         -0.739           0.383           0.000        -4.44414
         -0.732           0.650           0.000        -3.01891
         -0.491           0.240           0.000       -12.82135
          0.562          -0.230           0.000        -4.34863
          0.352          -0.785           0.000        -1.87853
         -0.574           0.476           0.000        -6.35540
          0.448          -0.097           0.000        -7.15692
         -0.878           0.784           0.000        -1.76071
         -0.815           0.511           0.000        -3.03402
          0.890          -0.621           0.000        -1.16660
          0.134          -0.935           0.000        -1.52278
         -0.435           0.974           0.000        -2.51089
          0.251           0.910           0.000        -3.22963
         -0.253           0.091           0.000        27.80276
          0.526           0.562           0.000        -4.29641
         -0.775           0.924           0.000        -1.68464
          0.236           0.429           0.000        -3.05642
          0.764           0.318           0.000        -3.11769
          0.508           0.601           0.000        -4.19478
          0.580           0.351           0.000        -4.89231
          0.868          -0.488           0.000        -1.46779
         -0.055           0.738           0.000        -6.04671
         -0.179          -0.808           0.000        -2.17428
          0.604          -0.497           0.000        -2.43910


