              Y               X               Z     Campo-Total
         -1.021          -3.557           0.000        13.19529
         -1.702          -2.772           0.000        16.47164
          1.373           1.399           0.000        19.34163
         -1.003           0.427           0.000       -40.90903
         -0.534           3.763           0.000        13.33939
          0.614           3.135           0.000        23.62196
          0.304          -0.674           0.000      -161.14273
         -1.227           1.300           0.000         3.77233
          3.067          -1.118           0.000       -19.88567
         -2.580           2.984           0.000         1.54689
          3.707          -1.276           0.000       -11.96891
          2.663           2.192           0.000         7.89500
          3.394          -0.588           0.000       -16.26403
         -1.028          -0.490           0.000        -8.38877
          2.476           1.721           0.000         5.76548
          1.899          -1.523           0.000       -34.92038


