              Y               X               Z     Campo-Total
          1.008          -1.856           0.000         0.51015
          0.568          -1.230           0.000        43.60596
         -2.343           0.462           0.000        -4.42928
         -2.513          -1.770           0.000        -7.74526
         -0.272          -2.045           0.000         1.74899
         -2.864          -2.322           0.000        -6.88491
          1.261           2.331           0.000        -6.72144
          2.107          -1.605           0.000        -6.71308
         -2.647           2.117           0.000        -7.46995
          2.350           2.555           0.000        -7.32880
         -3.935           3.840           0.000        -3.28024
          3.222          -3.795           0.000        -4.09608
         -2.666           3.297           0.000        -5.60186
          1.212           2.772           0.000        -7.73191
          1.709           2.170           0.000        -7.23404
         -0.813          -0.109           0.000       139.09120
         -0.127          -2.465           0.000        -5.32882
          1.568           1.058           0.000         7.35373
         -1.440           2.947           0.000        -7.62145
          0.466          -2.313           0.000        -4.05906
         -2.273          -0.136           0.000        -2.83546
         -3.767          -2.074           0.000        -5.46516
         -2.800          -2.784           0.000        -6.28222
         -3.937           3.459           0.000        -3.65981
         -1.464           2.783           0.000        -7.73266
          0.252          -0.943           0.000        99.98845
         -0.101           3.917           0.000        -6.35364
          1.244          -0.749           0.000        34.09127
         -3.270           2.573           0.000        -5.78225
         -2.058           2.357           0.000        -7.73846
         -3.020          -2.396           0.000        -6.50204
         -1.242           1.429           0.000         7.28240
         -0.734          -0.187           0.000       164.67513
          2.190           0.868           0.000        -4.00491
         -1.162          -1.517           0.000         6.60418
         -2.588           1.611           0.000        -7.74066
         -1.521          -0.754           0.000        16.48320
         -0.368           1.164           0.000        59.64683
         -0.712          -1.282           0.000        32.83302
          3.435          -3.854           0.000        -3.78490
         -1.535          -0.763           0.000        15.56926
          1.472          -1.787           0.000        -3.43169
          2.035           1.009           0.000        -2.74204
         -1.159           2.995           0.000        -7.69023
         -0.995           1.801           0.000         1.90509
          3.621           3.659           0.000        -3.80911
          3.836          -2.479           0.000        -4.88489
          2.089           2.295           0.000        -7.74441
          1.644          -2.398           0.000        -7.60931
         -0.419           3.273           0.000        -7.59853
         -1.291          -0.966           0.000        21.68863
          2.733           3.596           0.000        -4.99169
          0.531           2.699           0.000        -7.18964
          3.431          -3.554           0.000        -4.16472
         -3.932           3.993           0.000        -3.13804
         -3.517           3.628           0.000        -3.96654
         -0.570          -2.892           0.000        -7.66622
          0.871           3.506           0.000        -7.04718
         -0.265          -2.379           0.000        -4.49565
          2.183           3.214           0.000        -6.43120
          0.991           2.954           0.000        -7.74215
          2.071          -2.940           0.000        -7.08176
          2.196          -3.650           0.000        -5.55634
          2.615           0.493           0.000        -6.77942
         -0.893           0.922           0.000        51.66076
