# lon lat x-norte(m) y-leste(m) z(m) topo(m) mag(nT)
-51.72373 -15.54407 6214.62712 2542.34746 -430.33594 280.33594 -277.14273
-51.71610 -15.54407 6214.62712 3389.79661 -431.77755 281.77755 -319.71764
-51.70847 -15.54407 6214.62712 4237.24576 -433.21916 283.21916 -384.87206
-51.70085 -15.54407 6214.62712 5084.69492 -434.66077 284.66077 -483.97130
-51.69322 -15.54407 6214.62712 5932.14407 -436.10238 286.10238 -648.62880
-51.68559 -15.54407 6214.62712 6779.59322 -437.54400 287.54400 -771.05834
-51.67797 -15.54407 6214.62712 7627.04237 -438.94395 288.94395 -763.42399
-51.67034 -15.54407 6214.62712 8474.49153 -440.22700 290.22700 -660.70571
-51.66271 -15.54407 6214.62712 9321.94068 -441.40813 291.40813 -878.73518
-51.65508 -15.54407 6214.62712 10169.38983 -442.48702 292.48702 -1344.89024
-51.64746 -15.54407 6214.62712 11016.83898 -443.44950 293.44950 -1693.01019
-51.63983 -15.54407 6214.62712 11864.28814 -444.37482 294.37482 -1910.95568
-51.63220 -15.54407 6214.62712 12711.73729 -445.30014 295.30014 -1890.60317
-51.62458 -15.54407 6214.62712 13559.18644 -446.22546 296.22546 -1389.11025
-51.61695 -15.54407 6214.62712 14406.63559 -447.15078 297.15078 -863.15789
-51.60932 -15.54407 6214.62712 15254.08475 -448.07610 298.07610 -529.15353
-51.60169 -15.54407 6214.62712 16101.53390 -449.00142 299.00142 -343.53067
-51.59407 -15.54407 6214.62712 16948.98305 -449.81952 299.81952 -206.08172
-51.58644 -15.54407 6214.62712 17796.43220 -450.38090 300.38090 -55.76269
-51.57881 -15.54407 6214.62712 18643.88136 -450.71948 300.71948 -54.92865
-51.57119 -15.54407 6214.62712 19491.33051 -450.83162 300.83162 8.47597
-51.56356 -15.54407 6214.62712 20338.77966 -450.68966 300.68966 -47.39225
-51.55593 -15.54407 6214.62712 21186.22881 -450.47970 300.47970 -114.64208
-51.74661 -15.53898 6779.59322 0.00000 -426.69294 276.69294 -199.73389
-51.73898 -15.53898 6779.59322 847.44915 -427.25592 277.25592 -214.06341
-51.73136 -15.53898 6779.59322 1694.89831 -428.37060 278.37060 -242.88091
